"00003062","SANTIAGO","330.2","precipitation"
"00003063","SANTO DOMINGO","29.4","max-temperature"
"00003063","SANTO DOMINGO","124.8","precipitation"
"00003064","SIERRA DE LA LAGUNA","20.1","max-temperature"
"00003064","SIERRA DE LA LAGUNA","605.4","precipitation"
"00003065","TEPENTU","31.5","max-temperature"
"00003065","TEPENTU","162.3","precipitation"
"00003066","TODOS SANTOS","27.5","max-temperature"
"00003066","TODOS SANTOS","169.4","precipitation"
"00003067","YENEKA","32.3","max-temperature"
"00003067","YENEKA","453.0","precipitation"
"00003068","VILLA CONSTITUCION","31.3","max-temperature"
"00003068","VILLA CONSTITUCION","159.2","precipitation"
"00003069","VILLA INSURGENTES","30.2","max-temperature"
"00003069","VILLA INSURGENTES","150.6","precipitation"
"00003072","EL COYOTE","31.4","max-temperature"
"00003072","EL COYOTE","149.4","precipitation"
"00003073","GUSTAVO DIAZ ORDAZ","29.3","max-temperature"
"00003073","GUSTAVO DIAZ ORDAZ","105.8","precipitation"
"00003074","LA PAZ","30.7","max-temperature"
"00003074","LA PAZ","169.2","precipitation"
"00003075","SAN PEDRO DE LA PRESA","32.8","max-temperature"
"00003075","SAN PEDRO DE LA PRESA","250.0","precipitation"
"00003077","EL CARRIZAL","29.9","max-temperature"
"00003077","EL CARRIZAL","242.5","precipitation"
"00003093","SAN BRUNO","28.6","max-temperature"
"00003093","SAN BRUNO","150.5","precipitation"
"00003094","SANTA ANITA","33.0","max-temperature"
"00003094","SANTA ANITA","380.0","precipitation"
"00003096","LAS CUEVAS","31.1","max-temperature"
"00003096","LAS CUEVAS","284.0","precipitation"
"00003097","EL PESCADERO","29.1","max-temperature"
"00003097","EL PESCADERO","173.2","precipitation"
"00003098","LOS DOLORES","29.2","max-temperature"
"00003098","LOS DOLORES","85.8","precipitation"
"00003099","SAN JUAN LONDO","32.2","max-temperature"
"00003099","SAN JUAN LONDO","175.0","precipitation"
"00003100","SAN ZACARIAS","29.7","max-temperature"
